"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
1.485626396E1,-1.235827804E0,1.263884425E0,-3.361384869E0,3.797839180E0
1.486624996E1,-1.443753362E0,1.350780487E0,-3.599271536E0,4.106554186E0
1.487623496E1,-1.664798856E0,1.578088760E0,-3.806202650E0,4.443995722E0
1.488622096E1,-1.877532601E0,1.820075631E0,-3.898097277E0,4.693928669E0
1.489620596E1,-2.054323196E0,1.843650460E0,-3.798396349E0,4.695434553E0
1.490619196E1,-2.170508146E0,1.710269213E0,-3.485412121E0,4.447946048E0
1.491617796E1,-2.224057198E0,1.628242254E0,-3.001119375E0,4.074839968E0
1.492616296E1,-2.213414669E0,1.608931303E0,-2.445034266E0,3.669612649E0
1.493614896E1,-2.140408278E0,1.572191238E0,-1.893105865E0,3.261438747E0
1.494613396E1,-2.001738071E0,1.431445479E0,-1.392801285E0,2.827699929E0
1.495611996E1,-1.832247734E0,1.172294617E0,-1.021026373E0,2.402894355E0
1.496610496E1,-1.652553916E0,8.447952271E-1,-7.904809713E-1,2.017293629E0
1.497609096E1,-1.455416083E0,5.194203258E-1,-6.735993624E-1,1.685754891E0
1.498607696E1,-1.249580741E0,2.920490503E-1,-6.349643469E-1,1.431755705E0
1.499606196E1,-1.026224136E0,2.584668398E-1,-6.432473063E-1,1.238429724E0
1.500604796E1,-7.904840708E-1,3.575515747E-1,-6.740028262E-1,1.098630058E0
1.501603296E1,-5.418111682E-1,4.403862655E-1,-7.131715417E-1,9.980546341E-1
1.502601896E1,-2.856584787E-1,4.810436964E-1,-7.229144573E-1,9.141165773E-1
1.503600496E1,-3.754774481E-2,5.541727543E-1,-6.632772088E-1,8.651323196E-1
1.504598996E1,1.832770407E-1,6.075571775E-1,-5.449702740E-1,8.364859814E-1
1.505597596E1,3.348793387E-1,5.779910684E-1,-4.393250942E-1,7.995150937E-1
1.506596096E1,4.492901564E-1,4.930580556E-1,-3.909660876E-1,7.731897390E-1
1.507594696E1,5.418403149E-1,4.951574206E-1,-4.113807976E-1,8.414308995E-1
1.508593196E1,5.998584628E-1,5.752174854E-1,-4.775611460E-1,9.585248975E-1
1.509591796E1,6.192473173E-1,6.571219563E-1,-5.527198315E-1,1.058666953E0
1.510590396E1,5.833489299E-1,6.750500202E-1,-5.961139202E-1,1.073005270E0
1.511588896E1,4.983125925E-1,6.737967730E-1,-5.652151108E-1,1.010834137E0
1.512587496E1,3.827849925E-1,6.375245452E-1,-4.680765867E-1,8.786680757E-1
1.513585996E1,2.708661854E-1,6.369609833E-1,-3.162942231E-1,7.610057951E-1
1.514584596E1,1.888358742E-1,6.579292417E-1,-1.705991030E-1,7.054317319E-1
1.515583096E1,1.306143850E-1,6.331677437E-1,-7.664092630E-2,6.510263749E-1
1.516581696E1,1.044643968E-1,5.732586384E-1,-1.068159379E-2,5.827970257E-1
1.517580296E1,9.910292178E-2,4.787774086E-1,5.546174198E-2,4.920621921E-1
1.518578796E1,8.353080601E-2,3.740479350E-1,1.076756641E-1,3.980996130E-1
1.519577396E1,5.300538242E-2,2.711623013E-1,1.300222427E-1,3.053593748E-1
1.520575896E1,1.481766813E-3,2.177684903E-1,9.696897119E-2,2.383868545E-1
1.521574496E1,-6.440722942E-2,2.258956581E-1,2.192928456E-3,2.349083832E-1
1.522573096E1,-1.394091547E-1,2.520343661E-1,-1.180165857E-1,3.112621863E-1
1.523571596E1,-1.951280683E-1,2.904036045E-1,-2.126613408E-1,4.094313892E-1
1.524570196E1,-2.153725028E-1,2.997717857E-1,-2.486030757E-1,4.450302549E-1
1.525568696E1,-1.958912164E-1,2.379555553E-1,-2.337128073E-1,3.868047198E-1
1.526567296E1,-1.498039216E-1,1.035876870E-1,-1.872885972E-1,2.612444114E-1
1.527565796E1,-9.736361355E-2,-5.334972963E-2,-1.240680888E-1,1.664895119E-1
1.528564396E1,-4.297008365E-2,-2.330150753E-1,-6.457518786E-2,2.455858471E-1
1.529562996E1,1.299811061E-2,-4.055956304E-1,1.758462749E-4,4.058038901E-1
1.530561496E1,6.724119931E-2,-5.536768436E-1,4.271985218E-2,5.593785944E-1
1.531560096E1,1.191440746E-1,-6.440027952E-1,5.725032464E-2,6.574287113E-1
1.532558596E1,1.706196964E-1,-6.380930543E-1,4.171290249E-2,6.618261048E-1
1.533557196E1,2.098035812E-1,-5.819339156E-1,-1.214100793E-2,6.187180528E-1
1.534555796E1,2.433046997E-1,-5.037493110E-1,-8.107160032E-2,5.652726329E-1
1.535554296E1,2.779042125E-1,-4.092827141E-1,-1.429160535E-1,5.149447444E-1
1.536552896E1,3.014639914E-1,-3.272480965E-1,-1.827462912E-1,4.810073406E-1
1.537551396E1,3.224579692E-1,-2.549507320E-1,-2.020685971E-1,4.580510185E-1
1.538549996E1,3.350617588E-1,-1.744002700E-1,-1.813081950E-1,4.189922409E-1
1.539548496E1,3.314390481E-1,-1.036259681E-1,-1.372893304E-1,3.734147079E-1
1.540547096E1,3.207261562E-1,-6.929198653E-2,-7.238197327E-2,3.360145782E-1
1.541545696E1,3.100175858E-1,-6.411693245E-2,2.067493275E-3,3.165851529E-1
1.542544196E1,3.002252281E-1,-6.508278102E-2,7.792789489E-2,3.169285610E-1
1.543542796E1,2.913097739E-1,-9.642259032E-2,1.076469049E-1,3.251869561E-1
1.544541296E1,2.823310494E-1,-1.128862351E-1,7.660403103E-2,3.135638709E-1
1.545539896E1,2.718475163E-1,-1.135096848E-1,-6.049834657E-3,2.946559369E-1
1.546538396E1,2.581575513E-1,-8.357968181E-2,-1.184445396E-1,2.960743040E-1
1.547536996E1,2.495536804E-1,-2.342739329E-2,-2.296663970E-1,3.399596095E-1
1.548535596E1,2.482915521E-1,5.677214637E-2,-3.109399378E-1,4.019395681E-1
1.549534096E1,2.663541734E-1,1.376661956E-1,-3.479014337E-1,4.592732680E-1
1.550532696E1,3.023379445E-1,1.871810853E-1,-3.363656700E-1,4.894761029E-1
1.551531196E1,3.513640761E-1,1.967338473E-1,-2.837317586E-1,4.926100197E-1
1.552529796E1,4.098418057E-1,1.674199998E-1,-2.056966275E-1,4.881709379E-1
1.553528296E1,4.743371606E-1,8.843091130E-2,-1.235910952E-1,4.980868667E-1
1.554526896E1,5.342792273E-1,7.095657289E-3,-5.592283607E-2,5.372448275E-1
1.555525496E1,5.636147857E-1,-6.801560521E-2,-1.713203080E-2,5.679623717E-1
1.556523996E1,5.638182759E-1,-1.274893135E-1,-3.144226223E-2,5.789068916E-1
1.557522596E1,5.258927345E-1,-1.433636099E-1,-9.270535409E-2,5.529110015E-1
1.558521096E1,4.685826004E-1,-1.000105739E-1,-1.840512455E-1,5.132705224E-1
1.559519696E1,4.071807563E-1,-1.187884714E-2,-2.763366997E-1,4.922390140E-1
1.560518296E1,3.568421602E-1,8.422545344E-2,-3.556216657E-1,5.107807978E-1
1.561516796E1,3.348644078E-1,1.512071490E-1,-4.203503430E-1,5.582939946E-1
1.562515396E1,3.486798406E-1,1.736190915E-1,-4.584929347E-1,6.016119940E-1
1.563513896E1,3.895255625E-1,1.443136632E-1,-4.765017629E-1,6.321475518E-1
1.564512496E1,4.502568543E-1,9.468977153E-2,-4.818112850E-1,6.662128054E-1
1.565510996E1,5.182196498E-1,2.247602865E-2,-4.769129455E-1,7.046295019E-1
1.566509596E1,5.840326548E-1,-6.501445919E-2,-4.640738368E-1,7.487893881E-1
1.567508196E1,6.388272047E-1,-1.491352022E-1,-4.541682303E-1,7.978786170E-1
1.568506696E1,6.829710603E-1,-2.097606957E-1,-4.576638937E-1,8.484723085E-1
1.569505296E1,7.149921060E-1,-2.276017517E-1,-4.662483037E-1,8.834046353E-1
1.570503796E1,7.363107204E-1,-1.980289817E-1,-4.758625925E-1,8.987848249E-1
1.571502396E1,7.460608482E-1,-1.210923940E-1,-4.886412323E-1,9.000224503E-1
1.572500896E1,7.344108820E-1,-2.318284474E-2,-5.077584982E-1,8.931491927E-1
1.573499496E1,7.028068900E-1,6.314165890E-2,-5.447042584E-1,8.914186014E-1
1.574498096E1,6.534581780E-1,1.220099330E-1,-5.975773335E-1,8.938639067E-1
1.575496596E1,6.012243032E-1,1.484002620E-1,-6.566390395E-1,9.025896791E-1
1.576495196E1,5.672140718E-1,1.291678697E-1,-7.147753239E-1,9.215855388E-1
1.577493721E1,5.629583001E-1,9.234380722E-2,-7.475529313E-1,9.403641909E-1
1.578492321E1,5.873358846E-1,8.525411785E-2,-7.693309784E-1,9.716490417E-1
1.579490821E1,6.369652152E-1,5.750531331E-2,-7.880114317E-1,1.014885985E0
1.580489421E1,6.985164285E-1,3.289685026E-2,-8.034580350E-1,1.065153612E0
1.581488021E1,7.562081814E-1,2.322824486E-2,-8.205826879E-1,1.116130061E0
1.582486521E1,8.067371845E-1,9.138598107E-3,-8.398341537E-1,1.164572799E0
1.583485121E1,8.446502090E-1,3.339759633E-2,-8.929040432E-1,1.229563746E0
1.584483621E1,8.788498044E-1,8.258067071E-2,-9.956564903E-1,1.330612037E0
1.585482221E1,9.172059894E-1,1.825544089E-1,-1.158592939E0,1.488936042E0
1.586480721E1,9.523388147E-1,3.371759057E-1,-1.368994713E0,1.701406281E0
1.587479321E1,1.003372669E0,5.175733566E-1,-1.603874326E0,1.961390258E0
1.588477921E1,1.086886287E0,7.032638192E-1,-1.842231631E0,2.251603691E0
1.589476421E1,1.211068749E0,9.026336670E-1,-2.068423748E0,2.561212965E0
1.590475021E1,1.372085810E0,1.074603796E0,-2.268759727E0,2.860885088E0
1.591473521E1,1.566197991E0,1.174533367E0,-2.398734808E0,3.096196612E0
1.592472121E1,1.790517688E0,1.244810224E0,-2.475843906E0,3.299289186E0
1.593470621E1,2.005722284E0,1.244717836E0,-2.602236509E0,3.513385721E0
1.594469221E1,2.218898535E0,1.209002614E0,-2.915264606E0,3.857974307E0
1.595467821E1,2.494997501E0,1.352444768E0,-3.340659618E0,4.383392073E0
1.596466321E1,2.849333048E0,1.640783191E0,-3.707052231E0,4.955108933E0
1.597464921E1,3.245551825E0,1.931141734E0,-3.948246241E0,5.463658428E0
1.598463421E1,3.609656096E0,2.023977518E0,-4.078246117E0,5.810180162E0
1.599462021E1,3.887843132E0,1.841148615E0,-4.147576332E0,5.975578790E0
1.600460521E1,4.078441143E0,1.477045655E0,-4.208143234E0,6.043493651E0
1.601459121E1,4.191137791E0,1.024336815E0,-4.228347778E0,6.041012070E0
1.602457721E1,4.218062878E0,6.032802463E-1,-4.160941124E0,5.955621927E0
1.603456221E1,4.156737804E0,4.088799059E-1,-4.029178619E0,5.803441419E0
1.604454821E1,4.030930996E0,2.177011222E-1,-3.885589838E0,5.602999809E0
1.605453321E1,3.873077631E0,5.686136708E-2,-3.728398323E0,5.376329380E0
1.606451921E1,3.721144676E0,-2.592040459E-3,-3.589017153E0,5.169909916E0
1.607450521E1,3.574170828E0,-9.181832522E-2,-3.512193918E0,5.011849342E0
1.608449021E1,3.434638739E0,-7.506651431E-2,-3.496869564E0,4.902088840E0
1.609447621E1,3.301721811E0,6.842780113E-2,-3.521889925E0,4.828018012E0
1.610446121E1,3.153808117E0,3.390881121E-1,-3.577447176E0,4.781172940E0
1.611444721E1,2.956432819E0,7.222557664E-1,-3.662241459E0,4.761739274E0
1.612443221E1,2.709116459E0,1.245215535E0,-3.749769449E0,4.790683108E0
1.613441821E1,2.386966467E0,1.717542171E0,-3.826865673E0,4.826226363E0
1.614440421E1,2.031171560E0,1.981615782E0,-3.861527681E0,4.792061670E0
1.615438921E1,1.686264515E0,2.125702858E0,-3.821088076E0,4.686450121E0
1.616437521E1,1.366836429E0,2.142344952E0,-3.747825623E0,4.528143175E0
1.617436021E1,1.110023856E0,1.975017548E0,-3.677408934E0,4.319280466E0
1.618434621E1,9.187015891E-1,1.746340632E0,-3.581342936E0,4.088977309E0
1.619433121E1,7.748852968E-1,1.593116760E0,-3.448681593E0,3.877095945E0
1.620431721E1,6.774793863E-1,1.445452690E0,-3.270709753E0,3.639485415E0
1.621430321E1,6.336032748E-1,1.288118958E0,-3.052536011E0,3.373229855E0
1.622428821E1,6.511642933E-1,1.201391935E0,-2.839802742E0,3.151481736E0
1.623427421E1,7.265072465E-1,1.166729808E0,-2.692477703E0,3.022996428E0
1.624425921E1,8.407238722E-1,1.034821153E0,-2.603762865E0,2.925278193E0
1.625424521E1,9.885407686E-1,8.607300520E-1,-2.486951590E0,2.811227007E0
1.626423021E1,1.143277168E0,6.300388575E-1,-2.335121632E0,2.675224230E0
1.627421621E1,1.284180403E0,4.405283034E-1,-2.191620588E0,2.578058435E0
1.628420221E1,1.381198168E0,3.562880754E-1,-2.063296556E0,2.508354491E0
1.629418721E1,1.419324756E0,3.387037516E-1,-1.933348536E0,2.422197258E0
1.630417321E1,1.414064169E0,3.351292610E-1,-1.803049088E0,2.315788226E0
1.631415821E1,1.376187921E0,3.038941026E-1,-1.691932678E0,2.202017485E0
1.632414421E1,1.307676435E0,2.753902972E-1,-1.609306812E0,2.091823580E0
1.633412921E1,1.218862414E0,2.679262757E-1,-1.543639064E0,1.985001671E0
1.634411521E1,1.126876354E0,2.130626887E-1,-1.483618975E0,1.875199000E0
1.635410121E1,1.044507742E0,2.166108191E-1,-1.431138992E0,1.784958119E0
1.636408621E1,9.735590816E-1,2.730289400E-1,-1.399701715E0,1.726709871E0
1.637407221E1,9.198415279E-1,3.247999847E-1,-1.413790822E0,1.717675160E0
1.638405721E1,8.862456083E-1,3.540665507E-1,-1.451493740E0,1.737132257E0
1.639404321E1,8.729934692E-1,3.575638235E-1,-1.485192895E0,1.759479304E0
1.640402821E1,8.692690730E-1,3.454759419E-1,-1.487946272E0,1.757545577E0
1.641401421E1,8.637214303E-1,3.018014133E-1,-1.449738145E0,1.714304375E0
1.642400021E1,8.500821590E-1,2.160829902E-1,-1.371206999E0,1.627740818E0
1.643398521E1,8.309585452E-1,8.269190788E-2,-1.270918012E0,1.520711231E0
1.644397121E1,8.036077023E-1,-3.079509363E-2,-1.175541043E0,1.424299976E0
1.645395621E1,7.598101497E-1,-1.185545027E-1,-1.089192748E0,1.333306970E0
1.646394221E1,6.948999763E-1,-1.618387252E-1,-1.009327531E0,1.236050086E0
1.647392721E1,6.063424349E-1,-2.121255994E-1,-9.199287295E-1,1.122014833E0
1.648391321E1,5.132821798E-1,-2.576107383E-1,-8.338313699E-1,1.012470564E0
1.649389821E1,4.262740910E-1,-2.463434190E-1,-7.464776039E-1,8.942166929E-1
1.650388421E1,3.415237367E-1,-1.541078091E-1,-6.842190027E-1,7.800918685E-1
1.651387021E1,2.629573047E-1,-1.815450937E-2,-6.440894008E-1,6.959362661E-1
1.652385521E1,1.899102777E-1,1.278418899E-1,-6.104699373E-1,6.519839007E-1
1.653384121E1,1.251067817E-1,2.316322029E-1,-5.603910685E-1,6.191472635E-1
1.654382621E1,8.184933662E-2,2.972956896E-1,-4.705146849E-1,5.625549837E-1
1.655381221E1,6.194620579E-2,3.250975013E-1,-3.538828790E-1,4.845191532E-1
1.656379821E1,7.063657045E-2,3.085297644E-1,-2.267715484E-1,3.893654784E-1
1.657378321E1,1.045753658E-1,2.783868015E-1,-1.059170291E-1,3.156796405E-1
1.658376921E1,1.591956764E-1,2.453342825E-1,-4.318499938E-3,2.924907230E-1
1.659375421E1,2.258295566E-1,2.098665684E-1,7.867465168E-2,3.181708126E-1
1.660374021E1,2.934196591E-1,1.327363402E-1,1.405494660E-1,3.513803989E-1
1.661372521E1,3.588151932E-1,3.803380951E-2,1.807706654E-1,4.035752061E-1
1.662371121E1,4.157081246E-1,-3.410361335E-2,1.919535398E-1,4.591540730E-1
1.663369621E1,4.582784772E-1,-8.554203808E-2,1.637096554E-1,4.941026758E-1
1.664368221E1,4.882223308E-1,-1.192148253E-1,9.963160008E-2,5.123472208E-1
1.665366821E1,5.058394074E-1,-1.323340833E-1,9.896389209E-3,5.229567422E-1
1.666365321E1,5.210555792E-1,-1.010762006E-1,-8.592041582E-2,5.376780010E-1
1.667363921E1,5.268537998E-1,-7.170126587E-2,-1.746295094E-1,5.596529849E-1
1.668362421E1,5.288141966E-1,-3.364764899E-2,-2.419353127E-1,5.825026303E-1
1.669361021E1,5.260480046E-1,1.540644653E-2,-2.890663445E-1,6.004358528E-1
1.670359521E1,5.076895952E-1,1.364586316E-2,-3.138185740E-1,5.970067270E-1
1.671358121E1,4.710093439E-1,-2.961266041E-2,-3.280904293E-1,5.747782542E-1
1.672356721E1,4.202038646E-1,-6.172230095E-2,-3.359848559E-1,5.415410914E-1
1.673355221E1,3.691864908E-1,-5.542366207E-2,-3.421652615E-1,5.064064706E-1
1.674353821E1,3.251436055E-1,-2.715300210E-2,-3.490479290E-1,4.777971395E-1
1.675352321E1,2.911784351E-1,3.601291776E-2,-3.648306131E-1,4.681700413E-1
1.676350921E1,2.741040289E-1,1.381641775E-1,-3.889172971E-1,4.954583965E-1
1.677349433E1,2.802055776E-1,2.812222838E-1,-3.940920830E-1,5.593833288E-1
1.678348033E1,3.085572422E-1,4.392722547E-1,-3.599474430E-1,6.463202358E-1
1.679346633E1,3.495249152E-1,5.547959208E-1,-2.767130136E-1,7.117136166E-1
1.680345133E1,4.110822976E-1,6.066564322E-1,-1.531812102E-1,7.486555718E-1
1.681343733E1,4.925696850E-1,5.682411790E-1,-5.299073644E-3,7.520312575E-1
1.682342233E1,5.752454996E-1,3.731276095E-1,1.174881011E-1,6.956544054E-1
1.683340833E1,6.447619796E-1,1.696203053E-1,2.309888303E-1,7.055812483E-1
1.684339333E1,7.113845348E-1,1.510544121E-1,3.441310823E-1,8.045567684E-1
1.685337933E1,7.776314616E-1,1.987407058E-1,4.378551841E-1,9.142897355E-1
1.686336533E1,8.348826170E-1,2.055859268E-1,4.931086004E-1,9.911864856E-1
1.687335033E1,8.775219917E-1,7.568731904E-2,4.988828301E-1,1.012253671E0
1.688333633E1,9.061319232E-1,-1.173024774E-1,4.640716016E-1,1.024791386E0
1.689332133E1,9.227050543E-1,-2.542898655E-1,4.101196826E-1,1.041271390E0
1.690330733E1,9.098958969E-1,-3.168681264E-1,3.426325321E-1,1.022601098E0
1.691329233E1,8.732563853E-1,-2.999328375E-1,2.614990771E-1,9.596448243E-1
1.692327833E1,8.117594123E-1,-2.422969043E-1,1.674548537E-1,8.635405383E-1
1.693326433E1,7.403826714E-1,-1.514724493E-1,6.014358625E-2,7.581079434E-1
1.694324933E1,6.818008423E-1,1.257970231E-3,-8.123192191E-2,6.866240574E-1
1.695323533E1,6.408768892E-1,1.813318580E-1,-2.620730698E-1,7.157420791E-1
1.696322033E1,6.223052144E-1,3.117237687E-1,-4.677580595E-1,8.385899416E-1
1.697320633E1,6.331266761E-1,3.940127790E-1,-6.630378366E-1,9.978550149E-1
1.698319133E1,6.730507016E-1,4.741577208E-1,-8.105761409E-1,1.155359888E0
1.699317733E1,7.387924194E-1,5.419665575E-1,-8.899961114E-1,1.277354715E0
1.700316333E1,8.119814992E-1,5.769442916E-1,-9.011436105E-1,1.343219445E0
1.701314833E1,8.860378861E-1,5.785986781E-1,-8.537135124E-1,1.359656695E0
1.702313433E1,9.605374336E-1,5.356914401E-1,-7.703008652E-1,1.342743797E0
1.703311933E1,1.031969547E0,4.220932126E-1,-6.754561067E-1,1.303596862E0
1.704310533E1,1.098854780E0,2.732451260E-1,-5.908672214E-1,1.277211337E0
1.705309033E1,1.144396186E0,1.259683371E-1,-5.252951384E-1,1.265482372E0
1.706307633E1,1.165723801E0,1.940922067E-2,-4.600535333E-1,1.253370636E0
1.707306133E1,1.158896804E0,-2.825763263E-2,-3.910177350E-1,1.223411282E0
1.708304733E1,1.136913300E0,-4.766840488E-2,-3.166255355E-1,1.181141760E0
1.709303333E1,1.109158397E0,-4.736799747E-2,-2.501367927E-1,1.138000216E0
1.710301833E1,1.081522465E0,-6.162009016E-2,-2.053844929E-1,1.102574563E0
1.711300433E1,1.058027744E0,-7.701689005E-2,-1.767294109E-1,1.075447625E0
1.712298933E1,1.039838195E0,-8.269578964E-2,-1.689434052E-1,1.056713745E0
1.713297533E1,1.023174763E0,-6.742229313E-2,-1.679063588E-1,1.039050002E0
1.714296033E1,1.014522552E0,-5.305122584E-2,-1.766404659E-1,1.031150957E0
1.715294633E1,1.015233874E0,-3.314356506E-2,-2.063416392E-1,1.036520713E0
1.716293233E1,1.029389501E0,-2.990087122E-2,-2.673512101E-1,1.063961219E0
1.717291733E1,1.056107640E0,-6.320236623E-2,-3.461365700E-1,1.113179416E0
1.718290333E1,1.097267389E0,-1.043100432E-1,-4.293526113E-1,1.182886289E0
1.719288833E1,1.147009611E0,-1.405261010E-1,-5.096650124E-1,1.262987355E0
1.720287433E1,1.192242146E0,-1.829215735E-1,-5.776960254E-1,1.337398345E0
1.721285933E1,1.223691940E0,-1.989066601E-1,-6.281368136E-1,1.389799151E0
1.722284533E1,1.265001893E0,-2.684453130E-1,-6.967249513E-1,1.468917402E0
1.723283033E1,1.290317297E0,-2.060152441E-1,-7.220092416E-1,1.492869168E0
1.724281633E1,1.297833085E0,-1.344685107E-1,-7.366068363E-1,1.498346465E0
1.725280233E1,1.292295814E0,-6.215783209E-2,-7.448748946E-1,1.492893390E0
1.726278733E1,1.275647402E0,-2.654805034E-2,-7.489849329E-1,1.479513272E0
1.727277333E1,1.251549840E0,-5.108002573E-2,-7.364667654E-1,1.453055218E0
1.728275833E1,1.221079350E0,-1.158576980E-1,-6.958048344E-1,1.410178057E0
1.729274433E1,1.193943024E0,-1.913165152E-1,-6.500706077E-1,1.372841487E0
1.730272933E1,1.174629331E0,-2.363732308E-1,-6.188418269E-1,1.348551658E0
1.731271533E1,1.182597280E0,-2.064819187E-1,-5.981328487E-1,1.341243458E0
1.732270133E1,1.222003460E0,-1.140841693E-1,-6.025717854E-1,1.367260184E0
1.733268633E1,1.285801053E0,-2.425014507E-3,-6.363132596E-1,1.434637513E0
1.734267233E1,1.368063211E0,8.172687888E-2,-6.972623467E-1,1.537677149E0
1.735265733E1,1.457435131E0,1.737705320E-1,-7.711019516E-1,1.657984191E0
1.736264333E1,1.556725144E0,2.699746788E-1,-8.415185809E-1,1.790093021E0
1.737262833E1,1.640451193E0,3.511217237E-1,-8.892693520E-1,1.898727616E0
1.738261433E1,1.699896216E0,4.034907520E-1,-9.308072329E-1,1.979609567E0
1.739259933E1,1.714569688E0,4.203917086E-1,-9.886702299E-1,2.023350495E0
1.740258533E1,1.685511589E0,4.273597598E-1,-1.067208171E0,2.040225223E0
1.741257133E1,1.614188075E0,4.390084147E-1,-1.152480721E0,2.031389510E0
1.742255633E1,1.516950488E0,4.588703811E-1,-1.242942929E0,2.014102265E0
1.743254233E1,1.399932265E0,4.485564828E-1,-1.324792266E0,1.978910764E0
1.744252733E1,1.269625425E0,4.249326289E-1,-1.400327325E0,1.937377887E0
1.745251333E1,1.139959812E0,3.881013691E-1,-1.468497872E0,1.899109541E0
1.746249833E1,1.016652465E0,3.662069142E-1,-1.510125160E0,1.856924268E0
1.747248433E1,9.170126915E-1,3.652987778E-1,-1.517371535E0,1.810185584E0
1.748247033E1,8.449347019E-1,3.577722609E-1,-1.495152593E0,1.754251098E0
1.749245533E1,7.986814380E-1,3.251173794E-1,-1.455086112E0,1.691410341E0
1.750244133E1,7.791832685E-1,2.911939621E-1,-1.398737431E0,1.627386521E0
1.751242633E1,7.736348510E-1,2.513288260E-1,-1.331298470E0,1.560138673E0
1.752241233E1,7.820839882E-1,1.965292543E-1,-1.274384260E0,1.508089638E0
1.753239733E1,7.988869548E-1,1.530326456E-1,-1.236098051E0,1.479722186E0
1.754238333E1,8.198755383E-1,1.182751507E-1,-1.224033475E0,1.477986082E0
1.755236933E1,8.428580761E-1,1.087618023E-1,-1.225605488E0,1.491424714E0
1.756235433E1,8.660078645E-1,1.298449785E-1,-1.241147041E0,1.518971796E0
1.757234033E1,8.929268718E-1,1.718432903E-1,-1.249913335E0,1.545681681E0
1.758232533E1,9.207939506E-1,2.051371187E-1,-1.247895598E0,1.564348478E0
1.759231133E1,9.513947368E-1,2.177612931E-1,-1.232105732E0,1.571832199E0
1.760229633E1,9.830514193E-1,1.998337209E-1,-1.200593233E0,1.564527954E0
1.761228233E1,1.015499592E0,1.485494822E-1,-1.162488461E0,1.550704933E0
1.762226733E1,1.048827052E0,9.387888014E-2,-1.113584995E0,1.532619643E0
1.763225333E1,1.075525522E0,2.804048359E-2,-1.045545220E0,1.500235390E0
1.764223933E1,1.098428011E0,-1.326762140E-5,-9.490237832E-1,1.451616422E0
1.765222433E1,1.115839720E0,-3.004467115E-2,-8.434035778E-1,1.399046303E0
1.766221033E1,1.136542201E0,-7.879222184E-2,-7.390902042E-1,1.358009838E0
1.767219533E1,1.163387656E0,-1.465771347E-1,-6.545090079E-1,1.342884111E0
1.768218133E1,1.194208980E0,-2.221150547E-1,-5.896884799E-1,1.350260230E0
1.769216633E1,1.229987264E0,-2.963392138E-1,-5.587039590E-1,1.383053040E0
1.770215233E1,1.257262111E0,-3.593096435E-1,-5.518969297E-1,1.419296183E0
1.771213733E1,1.280348778E0,-3.944577873E-1,-5.591396689E-1,1.451732451E0
1.772212333E1,1.291597724E0,-3.950716257E-1,-5.827035308E-1,1.471002949E0
1.773210933E1,1.289312720E0,-3.777861297E-1,-6.155070662E-1,1.477801949E0
1.774209433E1,1.271618843E0,-3.567713201E-1,-6.486545801E-1,1.471411914E0
1.775208033E1,1.240065455E0,-3.185940981E-1,-6.753757000E-1,1.447548572E0
1.776206533E1,1.197270751E0,-2.608513236E-1,-7.021250129E-1,1.412260669E0
1.777205096E1,1.144371271E0,-1.915846318E-1,-7.380790114E-1,1.375154866E0
1.778203596E1,1.092222095E0,-1.233483180E-1,-7.779020667E-1,1.346586624E0
1.779202196E1,1.036990047E0,-6.479845196E-2,-8.198279738E-1,1.323504856E0
1.780200796E1,9.826110601E-1,-2.722698264E-4,-8.742944002E-1,1.315262433E0
1.781199296E1,9.280378819E-1,8.082471043E-2,-9.409112334E-1,1.324047164E0
1.782197896E1,8.789334297E-1,1.740269363E-1,-1.000104785E0,1.342765404E0
1.783196396E1,8.371127844E-1,2.613413334E-1,-1.046481133E0,1.365349723E0
1.784194996E1,8.058673739E-1,3.308109939E-1,-1.062486768E0,1.373949151E0
1.785193496E1,7.873136401E-1,3.447321355E-1,-1.067093492E0,1.370179380E0
1.786192096E1,7.823292613E-1,3.251326680E-1,-1.069178820E0,1.364145767E0
1.787190596E1,7.883810401E-1,2.993700504E-1,-1.058454633E0,1.353326753E0
1.788189196E1,7.998638749E-1,2.644028962E-1,-1.035573721E0,1.334954696E0
1.789187796E1,8.161674738E-1,2.203374356E-1,-9.979449511E-1,1.307888396E0
1.790186296E1,8.324267864E-1,1.913242340E-1,-9.488482475E-1,1.276656694E0
1.791184896E1,8.446198106E-1,1.624608934E-1,-8.954606652E-1,1.241622313E0
1.792183396E1,8.506612778E-1,1.226957664E-1,-8.403710723E-1,1.202040931E0
1.793181996E1,8.494585752E-1,9.897073358E-2,-7.882271409E-1,1.163046475E0
1.794180496E1,8.373808861E-1,5.990114063E-2,-7.420980334E-1,1.120492921E0
1.795179096E1,8.244054317E-1,9.760211222E-3,-7.113462090E-1,1.088922865E0
1.796177696E1,8.158969879E-1,-3.149052337E-2,-6.982418895E-1,1.074346911E0
1.797176196E1,8.165345788E-1,-6.886692345E-2,-6.950734854E-1,1.074522462E0
1.798174796E1,8.209295869E-1,-1.095283329E-1,-6.885058880E-1,1.077015413E0
1.799173296E1,8.305646181E-1,-1.583011895E-1,-6.744017601E-1,1.081533442E0
1.800171896E1,8.398096561E-1,-2.000694275E-1,-6.492314339E-1,1.080189562E0
1.801170396E1,8.466081619E-1,-2.281263620E-1,-6.103783250E-1,1.068339233E0
